datetime,Equity,DrawdownPct,DrawdownDuration
2021-01-01 00:00:00+00:00,100000000.0,0.0,
2021-01-02 00:00:00+00:00,100000000.0,0.0,
2021-01-03 00:00:00+00:00,100000000.0,0.0,
2021-01-04 00:00:00+00:00,100000000.0,0.0,
2021-01-05 00:00:00+00:00,100000000.0,0.0,
2021-01-06 00:00:00+00:00,100000000.0,0.0,
2021-01-07 00:00:00+00:00,100000000.0,0.0,
2021-01-08 00:00:00+00:00,100000000.0,0.0,
2021-01-09 00:00:00+00:00,100000000.0,0.0,
2021-01-10 00:00:00+00:00,100000000.0,0.0,
2021-01-11 00:00:00+00:00,100000000.0,0.0,
2021-01-12 00:00:00+00:00,100000000.0,0.0,
2021-01-13 00:00:00+00:00,100000000.0,0.0,
2021-01-14 00:00:00+00:00,100000000.0,0.0,
2021-01-15 00:00:00+00:00,100000000.0,0.0,
2021-01-16 00:00:00+00:00,100000000.0,0.0,
2021-01-17 00:00:00+00:00,100000000.0,0.0,
2021-01-18 00:00:00+00:00,100000000.0,0.0,
2021-01-19 00:00:00+00:00,100000000.0,0.0,
2021-01-20 00:00:00+00:00,100384847.27756803,0.0,0 days 00:00:09
2021-01-21 00:00:00+00:00,100384847.27756803,0.0,
2021-01-22 00:00:00+00:00,100384847.27756803,0.0,
2021-01-23 00:00:00+00:00,100384847.27756803,0.0,
2021-01-24 00:00:00+00:00,100384847.27756803,0.0,
2021-01-25 00:00:00+00:00,100384847.27756803,0.0,
2021-01-26 00:00:00+00:00,100384847.27756803,0.0,
2021-01-27 00:00:00+00:00,100384847.27756803,0.0,
2021-01-28 00:00:00+00:00,100384847.27756803,0.0,
2021-01-29 00:00:00+00:00,100384847.27756803,0.0,
2021-01-30 00:00:00+00:00,100384847.27756803,0.0,
2021-01-31 00:00:00+00:00,100384847.27756803,0.0,
2021-02-01 00:00:00+00:00,100384847.27756803,0.0,
2021-02-02 00:00:00+00:00,100384847.27756803,0.0,
2021-02-03 00:00:00+00:00,100384847.27756803,0.0,
2021-02-04 00:00:00+00:00,100384847.27756803,0.0,
2021-02-05 00:00:00+00:00,100384847.27756803,0.0,
2021-02-06 00:00:00+00:00,100384847.27756803,0.0,
2021-02-07 00:00:00+00:00,100384847.27756803,0.0,
2021-02-08 00:00:00+00:00,100384847.27756803,0.0,
2021-02-09 00:00:00+00:00,100384847.27756803,0.0,
2021-02-10 00:00:00+00:00,100384847.27756803,0.0,
2021-02-11 00:00:00+00:00,100384847.27756803,0.0,
2021-02-12 00:00:00+00:00,100384847.27756803,0.0,
2021-02-13 00:00:00+00:00,100384847.27756803,0.0,
2021-02-14 00:00:00+00:00,100868174.912176,0.0,0 days 00:00:02
2021-02-15 00:00:00+00:00,101239238.03111199,0.0,0 days 00:00:05
2021-02-16 00:00:00+00:00,101731357.36831398,0.0,0 days 00:01:19
2021-02-17 00:00:00+00:00,101731357.36831398,0.0,
2021-02-18 00:00:00+00:00,101731357.36831398,0.0,
2021-02-19 00:00:00+00:00,101731357.36831398,0.0,
2021-02-20 00:00:00+00:00,101731357.36831398,0.0,
2021-02-21 00:00:00+00:00,101731357.36831398,0.0,
2021-02-22 00:00:00+00:00,101731357.36831398,0.0,
2021-02-23 00:00:00+00:00,101731357.36831398,0.0,
2021-02-24 00:00:00+00:00,101731357.36831398,0.0,
2021-02-25 00:00:00+00:00,101731357.36831398,0.0,
2021-02-26 00:00:00+00:00,101731357.36831398,0.0,
2021-02-27 00:00:00+00:00,101731357.36831398,0.0,
2021-02-28 00:00:00+00:00,101731357.36831398,0.0,
2021-03-01 00:00:00+00:00,101731357.36831398,0.0,
2021-03-02 00:00:00+00:00,101731357.36831398,0.0,
2021-03-03 00:00:00+00:00,101731357.36831398,0.0,
2021-03-04 00:00:00+00:00,101731357.36831398,0.0,
2021-03-05 00:00:00+00:00,101731357.36831398,0.0,
2021-03-06 00:00:00+00:00,101731357.36831398,0.0,
2021-03-07 00:00:00+00:00,101731357.36831398,0.0,
2021-03-08 00:00:00+00:00,101731357.36831398,0.0,
2021-03-09 00:00:00+00:00,101731357.36831398,0.0,
2021-03-10 00:00:00+00:00,101731357.36831398,0.0,
2021-03-11 00:00:00+00:00,102270833.41322596,0.0,0 days 00:00:02
2021-03-12 00:00:00+00:00,102640741.44872595,0.0,0 days 00:00:02
2021-03-13 00:00:00+00:00,103161797.88111795,0.0,0 days 00:00:02
2021-03-14 00:00:00+00:00,103161797.88111795,0.0,
2021-03-15 00:00:00+00:00,103161797.88111795,0.0,
2021-03-16 00:00:00+00:00,103161797.88111795,0.0,
2021-03-17 00:00:00+00:00,103161797.88111795,0.0,
2021-03-18 00:00:00+00:00,103161797.88111795,0.0,
2021-03-19 00:00:00+00:00,103845333.56923795,0.0,0 days 00:00:02
2021-03-20 00:00:00+00:00,103845333.56923795,0.0,
2021-03-21 00:00:00+00:00,104258302.78732795,0.0,0 days 00:00:03
2021-03-22 00:00:00+00:00,105292546.50877392,0.0,0 days 00:00:11
2021-03-23 00:00:00+00:00,105292546.50877392,0.0,
2021-03-24 00:00:00+00:00,105292546.50877392,0.0,
2021-03-25 00:00:00+00:00,105292546.50877392,0.0,
2021-03-26 00:00:00+00:00,105292546.50877392,0.0,
2021-03-27 00:00:00+00:00,105292546.50877392,0.0,
2021-03-28 00:00:00+00:00,105292546.50877392,0.0,
2021-03-29 00:00:00+00:00,105292546.50877392,0.0,
2021-03-30 00:00:00+00:00,105292546.50877392,0.0,
2021-03-31 00:00:00+00:00,105292546.50877392,0.0,
2021-04-01 00:00:00+00:00,105292546.50877392,0.0,
2021-04-02 00:00:00+00:00,105292546.50877392,0.0,
2021-04-03 00:00:00+00:00,105688143.20573993,0.0,0 days 00:00:05
2021-04-04 00:00:00+00:00,106206276.8067799,0.0,0 days 00:14:13
2021-04-05 00:00:00+00:00,106206276.8067799,0.0,
2021-04-06 00:00:00+00:00,106593893.1136759,0.0,0 days 00:00:31
2021-04-07 00:00:00+00:00,106593893.1136759,0.0,
2021-04-08 00:00:00+00:00,107175562.48159991,0.0,0 days 00:00:19
2021-04-09 00:00:00+00:00,107175562.48159991,0.0,
2021-04-10 00:00:00+00:00,107391388.5201839,0.0,0 days 00:00:02
2021-04-11 00:00:00+00:00,107391388.5201839,0.0,
2021-04-12 00:00:00+00:00,107920419.86009789,0.0,0 days 00:00:03
