,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
92,23473,16022075,16022971,8763.15126,8789.88,627403.7140199684,0.0030501287957911405,2020-03-05 00:00:00+00:00,2020-03-05 00:14:55+00:00,0 days 00:14:55
93,-17133,16158876,16165469,9048.274656,9020.2,481003.0812479806,0.0031027634623560507,2020-03-06 14:00:00+00:00,2020-03-06 15:49:52+00:00,0 days 01:49:52
94,22798,16245277,16253853,9100.412766000001,9128.0,628933.7607319708,0.003031426673641313,2020-03-07 14:00:00+00:00,2020-03-07 16:22:54+00:00,0 days 02:22:54
95,-20438,16641279,16641527,7650.244642000001,7625.5,505730.9931960116,0.0032344902886048965,2020-03-12 04:00:00+00:00,2020-03-12 04:04:08+00:00,0 days 00:04:08
96,30313,19679679,19680972,6904.022118000001,6925.89,662881.1070659865,0.0031674119268805256,2020-04-16 08:00:00+00:00,2020-04-16 08:21:33+00:00,0 days 00:21:33
97,4379,21295112,21299565,8834.490996,8939.99,461980.1385159971,0.01194171843604419,2020-05-05 03:13:53+00:00,2020-05-05 04:28:06+00:00,0 days 01:14:13
98,5541,21285374,21299565,8858.484540000001,8939.99,451621.7538599917,0.009200835609292524,2020-05-05 00:31:35+00:00,2020-05-05 04:28:06+00:00,0 days 03:56:31
99,6979,21279879,21299565,8882.778504000002,8939.99,399279.0305839866,0.006440720769321784,2020-05-04 23:00:00+00:00,2020-05-05 04:28:06+00:00,0 days 05:28:06
100,23505,21276279,21299565,8948.81082,8939.99,-207333.3741000193,-0.000985697449351286,2020-05-04 22:00:00+00:00,2020-05-05 04:28:06+00:00,0 days 06:28:06
101,-16925,22637079,22637093,9399.042892,9363.43,602748.1970999864,0.003788991327011715,2020-05-20 16:00:00+00:00,2020-05-20 16:00:14+00:00,0 days 00:00:14
102,22222,23681079,23690982,9588.695406,9621.0,717872.6878679838,0.0033690291152417284,2020-06-01 18:00:00+00:00,2020-06-01 20:45:03+00:00,0 days 02:45:03
103,22039,24213879,24214944,9720.439590000002,9750.0,651481.875989961,0.003041056911706752,2020-06-07 22:00:00+00:00,2020-06-07 22:17:45+00:00,0 days 00:17:45
104,-16503,24516279,24524380,9783.13441,9752.0,513811.16823000944,0.0031824575534989963,2020-06-11 10:00:00+00:00,2020-06-11 12:15:00+00:00,0 days 02:15:00
105,-3840,25210488,25238265,9372.270426000001,9268.42,398785.6358400034,0.011080604941989813,2020-06-19 10:50:08+00:00,2020-06-19 18:33:05+00:00,0 days 07:42:57
106,-4954,25204785,25238265,9346.856055999999,9268.42,388572.2214239933,0.008391704711195214,2020-06-19 09:15:05+00:00,2020-06-19 18:33:05+00:00,0 days 09:18:00
107,-6340,25193149,25238265,9319.18485,9268.42,321849.1489999973,0.005447348756044801,2020-06-19 06:01:09+00:00,2020-06-19 18:33:05+00:00,0 days 12:31:56
108,-8051,25189480,25238265,9293.091432000001,9268.42,198629.6990320081,0.0026548142973227273,2020-06-19 05:00:00+00:00,2020-06-19 18:33:05+00:00,0 days 13:33:05
109,-17502,25185880,25238265,9260.0178,9268.42,-147055.30440000785,-0.000907363266623662,2020-06-19 04:00:00+00:00,2020-06-19 18:33:05+00:00,0 days 14:33:05
110,23316,25337080,25338205,9347.347992,9377.5,703024.2185279793,0.0032257286265371388,2020-06-20 22:00:00+00:00,2020-06-20 22:18:44+00:00,0 days 00:18:44
111,-4881,25573583,25630900,9665.609176,9583.51,400726.0780559986,0.0084939474072524,2020-06-23 15:41:41+00:00,2020-06-24 07:36:58+00:00,0 days 15:55:17
112,-6227,25568487,25630900,9640.544316,9583.51,355152.6857319957,0.005916088773674555,2020-06-23 14:16:45+00:00,2020-06-24 07:36:58+00:00,0 days 17:20:13
113,-7902,25558395,25630900,9615.070029999999,9583.51,249387.35705999,0.0032823505082675286,2020-06-23 11:28:33+00:00,2020-06-24 07:36:58+00:00,0 days 20:08:25
114,-17136,25553081,25630900,9588.35748,9583.51,83066.41728000616,0.0005055589562771301,2020-06-23 10:00:00+00:00,2020-06-24 07:36:58+00:00,0 days 21:36:58
115,-8305,26163282,26178461,9168.356306,9105.5,522021.6213299973,0.006855787875397534,2020-06-30 15:00:00+00:00,2020-06-30 19:12:59+00:00,0 days 04:12:59
116,-18162,26159682,26178461,9118.326446000001,9105.5,232953.91225201712,0.00140666668121181,2020-06-30 14:00:00+00:00,2020-06-30 19:12:59+00:00,0 days 05:12:59
117,24204,26238882,26245011,9172.824,9208.62,866406.3840000067,0.0039023969063398667,2020-07-01 12:00:00+00:00,2020-07-01 13:42:08+00:00,0 days 01:42:08
118,-18143,26332483,26335685,9235.262506,9205.64,537441.1263579946,0.0032075434759709642,2020-07-02 14:00:00+00:00,2020-07-02 14:53:21+00:00,0 days 00:53:21
119,24703,26512484,26518137,9078.702414000001,9109.99,772897.2369579643,0.0034462618745769724,2020-07-04 16:00:00+00:00,2020-07-04 17:34:12+00:00,0 days 01:34:12
120,-18756,26613285,26617815,9017.358,8986.11,586087.4879999923,0.0034653165594622504,2020-07-05 20:00:00+00:00,2020-07-05 21:15:29+00:00,0 days 01:15:29
121,24818,26649286,26650248,9123.935652,9152.01,696749.1686640024,0.0030769997806643357,2020-07-06 06:00:00+00:00,2020-07-06 06:16:01+00:00,0 days 00:16:01
122,-5266,26811391,26843688,9298.483872,9309.84,-59801.37004799707,-0.0012212881321647107,2020-07-08 03:01:43+00:00,2020-07-08 12:00:00+00:00,0 days 08:58:17
