datetime,Equity,DrawdownPct,DrawdownDuration
2019-09-01 00:00:00+00:00,100000000.0,0.0,
2019-09-02 00:00:00+00:00,100000000.0,0.0,
2019-09-03 00:00:00+00:00,100000000.0,0.0,
2019-09-04 00:00:00+00:00,100000000.0,0.0,
2019-09-05 00:00:00+00:00,100000000.0,0.0,
2019-09-06 00:00:00+00:00,100363393.51634002,0.0,0 days 00:00:22
2019-09-07 00:00:00+00:00,100363393.51634002,0.0,
2019-09-08 00:00:00+00:00,100878198.62882002,0.0,0 days 00:00:02
2019-09-09 00:00:00+00:00,101246752.95986001,0.0,0 days 00:01:53
2019-09-10 00:00:00+00:00,101246752.95986001,0.0,
2019-09-11 00:00:00+00:00,101751516.89395203,0.0,0 days 00:00:02
2019-09-12 00:00:00+00:00,101751516.89395203,0.0,
2019-09-13 00:00:00+00:00,102220917.61319605,0.0,0 days 00:00:03
2019-09-14 00:00:00+00:00,102751366.25285202,0.0,0 days 00:05:35
2019-09-15 00:00:00+00:00,102639722.35618003,0.00420131212679109,0 days 00:00:02
2019-09-16 00:00:00+00:00,103314285.48353004,0.0,0 days 00:00:02
2019-09-17 00:00:00+00:00,103817560.94462001,0.0,0 days 00:00:05
2019-09-18 00:00:00+00:00,104198643.17722002,0.0,0 days 00:00:02
2019-09-19 00:00:00+00:00,104940123.59870401,0.0,0 days 00:00:25
2019-09-20 00:00:00+00:00,104940123.59870401,0.0,
2019-09-21 00:00:00+00:00,104940123.59870401,0.0,
2019-09-22 00:00:00+00:00,105378268.55356202,0.0,0 days 00:00:02
2019-09-23 00:00:00+00:00,105378268.55356202,0.0,
2019-09-24 00:00:00+00:00,105378268.55356202,0.0,
2019-09-25 00:00:00+00:00,105378268.55356202,0.0,
2019-09-26 00:00:00+00:00,105378268.55356202,0.0,
2019-09-27 00:00:00+00:00,105378268.55356202,0.0,
2019-09-28 00:00:00+00:00,105378268.55356202,0.0,
2019-09-29 00:00:00+00:00,105378268.55356202,0.0,
2019-09-30 00:00:00+00:00,105378268.55356202,0.0,
2019-10-01 00:00:00+00:00,105378268.55356202,0.0,
2019-10-02 00:00:00+00:00,105378268.55356202,0.0,
2019-10-03 00:00:00+00:00,105378268.55356202,0.0,
2019-10-04 00:00:00+00:00,104297782.56881002,0.014127879094350426,0 days 00:00:31
2019-10-05 00:00:00+00:00,102378032.50173801,0.032274267479783125,
2019-10-06 00:00:00+00:00,102378032.50173801,0.032274267479783125,
2019-10-07 00:00:00+00:00,102880372.911018,0.02752590761521223,
2019-10-08 00:00:00+00:00,103306729.813836,0.023495779901167912,
2019-10-09 00:00:00+00:00,103812081.59722799,0.01871895509985988,
2019-10-10 00:00:00+00:00,103812081.59722799,0.01871895509985988,
2019-10-11 00:00:00+00:00,103812081.59722799,0.01871895509985988,
2019-10-12 00:00:00+00:00,103812081.59722799,0.01871895509985988,
2019-10-13 00:00:00+00:00,103812081.59722799,0.01871895509985988,
2019-10-14 00:00:00+00:00,103812081.59722799,0.01871895509985988,
2019-10-15 00:00:00+00:00,105229828.22552593,0.005317741373913387,
2019-10-16 00:00:00+00:00,105229828.22552593,0.005317741373913387,
2019-10-17 00:00:00+00:00,105759929.79692592,0.0003069698347702987,
2019-10-18 00:00:00+00:00,106143110.82344791,0.0,0 days 00:00:04
2019-10-19 00:00:00+00:00,106688161.5919479,0.0,0 days 00:00:02
2019-10-20 00:00:00+00:00,106688161.5919479,0.0,
2019-10-21 00:00:00+00:00,106688161.5919479,0.0,
2019-10-22 00:00:00+00:00,107610919.4393359,0.0,0 days 00:07:48
2019-10-23 00:00:00+00:00,107610919.4393359,0.0,
2019-10-24 00:00:00+00:00,107610919.4393359,0.0,
2019-10-25 00:00:00+00:00,107610919.4393359,0.0,
2019-10-26 00:00:00+00:00,107610919.4393359,0.0,
2019-10-27 00:00:00+00:00,107610919.4393359,0.0,
2019-10-28 00:00:00+00:00,107610919.4393359,0.0,
2019-10-29 00:00:00+00:00,107610919.4393359,0.0,
2019-10-30 00:00:00+00:00,107610919.4393359,0.0,
2019-10-31 00:00:00+00:00,103445294.8643539,0.03871005467368316,
2019-11-01 00:00:00+00:00,106574064.3443539,0.014934395877370776,0 days 00:00:02
2019-11-02 00:00:00+00:00,109586659.81435388,0.0,1 days 00:31:36
2019-11-03 00:00:00+00:00,110029505.52402388,0.0,0 days 00:00:02
2019-11-04 00:00:00+00:00,110609489.60325389,0.0,0 days 00:00:05
2019-11-05 00:00:00+00:00,111058603.09270589,0.0,0 days 00:00:02
2019-11-06 00:00:00+00:00,109737735.93416786,0.01234288160182373,0 days 00:00:03
2019-11-07 00:00:00+00:00,108499422.3341679,0.023487901420557233,
2019-11-08 00:00:00+00:00,108499422.3341679,0.023487901420557233,
2019-11-09 00:00:00+00:00,108499422.3341679,0.023487901420557233,
2019-11-10 00:00:00+00:00,108499422.3341679,0.023487901420557233,
2019-11-11 00:00:00+00:00,108499422.3341679,0.023487901420557233,
2019-11-12 00:00:00+00:00,108499422.3341679,0.023487901420557233,
2019-11-13 00:00:00+00:00,108499422.3341679,0.023487901420557233,
2019-11-14 00:00:00+00:00,108499422.3341679,0.023487901420557233,
2019-11-15 00:00:00+00:00,108911758.97633988,0.019776805904044403,
2019-11-16 00:00:00+00:00,108911758.97633988,0.019776805904044403,
2019-11-17 00:00:00+00:00,109581212.24393989,0.013751619767739198,
2019-11-18 00:00:00+00:00,110008309.13669989,0.00990767964277428,
2019-11-19 00:00:00+00:00,110008309.13669989,0.00990767964277428,
2019-11-20 00:00:00+00:00,110540913.86180386,0.005114152206077249,
2019-11-21 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-11-22 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-11-23 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-11-24 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-11-25 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-11-26 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-11-27 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-11-28 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-11-29 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-11-30 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-12-01 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-12-02 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-12-03 00:00:00+00:00,110948879.91710387,0.0014423926681950139,
2019-12-04 00:00:00+00:00,110639654.99478988,0.005467164959528925,0 days 00:00:02
2019-12-05 00:00:00+00:00,111859184.13278386,1.1102230246251565e-16,0 days 04:42:10
2019-12-06 00:00:00+00:00,112401636.44516385,0.0,0 days 00:00:07
2019-12-07 00:00:00+00:00,112401636.44516385,0.0,
2019-12-08 00:00:00+00:00,112401636.44516385,0.0,
2019-12-09 00:00:00+00:00,113109183.45861585,0.0,0 days 00:23:00
2019-12-10 00:00:00+00:00,113109183.45861585,0.0,
2019-12-11 00:00:00+00:00,113109183.45861585,0.0,
2019-12-12 00:00:00+00:00,113859028.34952584,0.0,0 days 00:00:17
2019-12-13 00:00:00+00:00,113859028.34952584,0.0,
2019-12-14 00:00:00+00:00,114461553.45173386,0.0,0 days 00:00:10
2019-12-15 00:00:00+00:00,115021977.28853385,0.0,0 days 00:00:06
2019-12-16 00:00:00+00:00,115471920.89114983,0.0,0 days 00:00:38
2019-12-17 00:00:00+00:00,115471920.89114983,0.0,
2019-12-18 00:00:00+00:00,115471920.89114983,0.0,
2019-12-19 00:00:00+00:00,115471920.89114983,0.0,
2019-12-20 00:00:00+00:00,115471920.89114983,0.0,
2019-12-21 00:00:00+00:00,115471920.89114983,0.0,
2019-12-22 00:00:00+00:00,115471920.89114983,0.0,
2019-12-23 00:00:00+00:00,115471920.89114983,0.0,
2019-12-24 00:00:00+00:00,115471920.89114983,0.0,
2019-12-25 00:00:00+00:00,115471920.89114983,0.0,
2019-12-26 00:00:00+00:00,115471920.89114983,0.0,
2019-12-27 00:00:00+00:00,115471920.89114983,0.0,
2019-12-28 00:00:00+00:00,115471920.89114983,0.0,
2019-12-29 00:00:00+00:00,115471920.89114983,0.0,
2019-12-30 00:00:00+00:00,115471920.89114983,0.0,
2019-12-31 00:00:00+00:00,114554923.87581386,0.00989960671655965,0 days 00:01:24
2020-01-01 00:00:00+00:00,114575079.26163183,0.009725403332279225,
2020-01-02 00:00:00+00:00,116476039.10163186,0.0,0 days 00:18:49
2020-01-03 00:00:00+00:00,117050605.44504784,0.0,0 days 00:02:09
2020-01-04 00:00:00+00:00,117050605.44504784,0.0,
2020-01-05 00:00:00+00:00,117050605.44504784,0.0,
2020-01-06 00:00:00+00:00,117050605.44504784,0.0,
2020-01-07 00:00:00+00:00,117050605.44504784,0.0,
2020-01-08 00:00:00+00:00,117050605.44504784,0.0,
2020-01-09 00:00:00+00:00,117050605.44504784,0.0,
2020-01-10 00:00:00+00:00,117050605.44504784,0.0,
2020-01-11 00:00:00+00:00,117050605.44504784,0.0,
2020-01-12 00:00:00+00:00,117050605.44504784,0.0,
2020-01-13 00:00:00+00:00,117050605.44504784,0.0,
2020-01-14 00:00:00+00:00,117050605.44504784,0.0,
2020-01-15 00:00:00+00:00,117050605.44504784,0.0,
2020-01-16 00:00:00+00:00,117050605.44504784,0.0,
2020-01-17 00:00:00+00:00,117050605.44504784,0.0,
2020-01-18 00:00:00+00:00,117050605.44504784,0.0,
2020-01-19 00:00:00+00:00,117050605.44504784,0.0,
2020-01-20 00:00:00+00:00,117050605.44504784,0.0,
2020-01-21 00:00:00+00:00,116870379.07701185,0.004429704912814358,0 days 00:00:06
2020-01-22 00:00:00+00:00,117823444.41093183,1.1102230246251565e-16,0 days 00:00:02
2020-01-23 00:00:00+00:00,118283750.81285982,0.0,0 days 02:52:38
2020-01-24 00:00:00+00:00,118886356.25137982,0.0,0 days 00:00:07
2020-01-25 00:00:00+00:00,119315572.46257982,0.0,0 days 00:00:02
2020-01-26 00:00:00+00:00,120097945.73313978,0.0,0 days 00:14:46
2020-01-27 00:00:00+00:00,120097945.73313978,0.0,
2020-01-28 00:00:00+00:00,120097945.73313978,0.0,
2020-01-29 00:00:00+00:00,120677459.38238579,0.0,0 days 00:00:02
2020-01-30 00:00:00+00:00,120474445.27388579,0.0016822868954898818,
2020-01-31 00:00:00+00:00,121033111.13033578,0.0,0 days 00:00:04
2020-02-01 00:00:00+00:00,121033111.13033578,0.0,
2020-02-02 00:00:00+00:00,121621502.58436973,0.0,0 days 00:00:37
2020-02-03 00:00:00+00:00,122073235.39876972,0.0,0 days 00:00:22
2020-02-04 00:00:00+00:00,122073235.39876972,0.0,
2020-02-05 00:00:00+00:00,122661679.47750968,0.0,0 days 00:00:09
2020-02-06 00:00:00+00:00,122661679.47750968,0.0,
2020-02-07 00:00:00+00:00,122661679.47750968,0.0,
2020-02-08 00:00:00+00:00,123321064.9915817,0.0,0 days 00:42:19
2020-02-09 00:00:00+00:00,123321064.9915817,0.0,
2020-02-10 00:00:00+00:00,123793563.10340172,0.0,0 days 00:00:02
2020-02-11 00:00:00+00:00,124442328.74332969,0.0,0 days 00:59:24
2020-02-12 00:00:00+00:00,124442328.74332969,0.0,
2020-02-13 00:00:00+00:00,125616123.93125768,0.0,0 days 00:00:02
2020-02-14 00:00:00+00:00,126415367.5699637,0.0,0 days 00:00:13
