,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
116,-1310,29827669,29846124,48694.611968,48552.64,185983.2780799974,0.002915558051747036,2021-12-13 03:00:00+00:00,2021-12-13 08:07:35+00:00,0 days 05:07:35
117,-2852,29824069,29846124,48498.007600000004,48552.64,-155811.60479998562,-0.0011264875136849373,2021-12-13 02:00:00+00:00,2021-12-13 08:07:35+00:00,0 days 06:07:35
118,-2934,30162469,30162723,47571.206940000004,47417.12,452091.08196000307,0.0032390798954153865,2021-12-17 00:00:00+00:00,2021-12-17 00:04:14+00:00,0 days 00:04:14
119,939,30300758,30303998,46884.596670000006,47219.16,314154.9668699974,0.007135890116637622,2021-12-18 14:24:48+00:00,2021-12-18 15:18:48+00:00,0 days 00:54:00
120,1183,30296721,30303998,47010.883224000005,47219.16,246391.42600799858,0.004430394872769972,2021-12-18 13:17:31+00:00,2021-12-18 15:18:48+00:00,0 days 02:01:17
121,3964,30292069,30303998,47136.328602,47219.16,328343.6616720082,0.0017572730090924527,2021-12-18 12:00:00+00:00,2021-12-18 15:18:48+00:00,0 days 03:18:48
122,-834,30418470,30421535,47186.54622,46602.55,487052.8474799947,0.012376328991683394,2021-12-19 23:06:39+00:00,2021-12-19 23:57:44+00:00,0 days 00:51:05
123,-1101,30414870,30421535,46853.253484,46602.55,276024.5358839976,0.005350823376344849,2021-12-19 22:06:39+00:00,2021-12-19 23:57:44+00:00,0 days 01:51:05
124,-1398,30410901,30421535,46727.210192000006,46602.55,174274.9484160042,0.0026678286909871396,2021-12-19 21:00:30+00:00,2021-12-19 23:57:44+00:00,0 days 02:57:14
125,-3030,30407270,30421535,46603.323876,46602.55,2344.844279997851,1.6605596675045575e-05,2021-12-19 20:00:00+00:00,2021-12-19 23:57:44+00:00,0 days 03:57:44
126,4068,30493671,30494048,46652.87271,46793.32,571339.5757199854,0.0030104746362145107,2021-12-20 20:00:00+00:00,2021-12-20 20:06:16+00:00,0 days 00:06:16
127,4055,31768031,31770795,47023.320612,47170.87,598312.7683399977,0.0031377917611872252,2022-01-04 14:00:00+00:00,2022-01-04 14:46:04+00:00,0 days 00:46:04
128,-3092,31782431,31784286,46489.823000000004,46337.01,472497.7960000059,0.0032870204732765584,2022-01-04 18:00:00+00:00,2022-01-04 18:30:54+00:00,0 days 00:30:54
129,-3545,32286432,32287151,40706.101562,40570.57,480459.3872900133,0.003329514662404498,2022-01-10 14:00:00+00:00,2022-01-10 14:11:59+00:00,0 days 00:11:59
130,4600,32329632,32331112,41995.521534,42123.84,590264.9435999861,0.003055527382749723,2022-01-11 02:00:00+00:00,2022-01-11 02:24:39+00:00,0 days 00:24:39
131,-1517,32549233,32550114,44092.703671999996,43792.39,455575.8404239948,0.0068109607030222286,2022-01-13 14:59:59+00:00,2022-01-13 15:14:40+00:00,0 days 00:14:41
132,-3320,32545633,32550114,43856.76445,43792.39,213723.1740000099,0.0014678340002348689,2022-01-13 14:00:00+00:00,2022-01-13 15:14:40+00:00,0 days 01:14:40
133,-3548,33179234,33179284,41257.168986000004,41109.23,524887.5223280037,0.0035857764756035415,2022-01-20 22:00:00+00:00,2022-01-20 22:00:50+00:00,0 days 00:00:50
134,-3411,35008034,35008675,43107.904323999996,42973.48,458521.36916397384,0.0031183219436894394,2022-02-11 02:00:00+00:00,2022-02-11 02:10:41+00:00,0 days 00:10:41
135,1097,35296173,35305710,41981.181486,42389.98,448451.9698580021,0.009737661007380938,2022-02-14 10:02:18+00:00,2022-02-14 12:41:15+00:00,0 days 02:38:57
136,1379,35292434,35305710,42092.457054000006,42389.98,410284.1425339963,0.007068319761384112,2022-02-14 08:59:59+00:00,2022-02-14 12:41:15+00:00,0 days 03:41:16
137,4643,35288834,35305710,42380.669988,42389.98,43226.38571600805,0.00021967590419502692,2022-02-14 08:00:00+00:00,2022-02-14 12:41:15+00:00,0 days 04:41:15
138,1564,36013158,36018452,37702.009020000005,37908.0,322169.8927199922,0.00546366056755021,2022-02-22 17:12:03+00:00,2022-02-22 18:40:17+00:00,0 days 01:28:14
139,5243,36008835,36018452,37805.924298000005,37908.0,535182.9055859719,0.0026999922338994953,2022-02-22 16:00:00+00:00,2022-02-22 18:40:17+00:00,0 days 02:40:17
140,-3985,36109635,36109908,37563.147866,37449.0,454879.2460099974,0.003038825883475038,2022-02-23 20:00:00+00:00,2022-02-23 20:04:32+00:00,0 days 00:04:32
141,-808,37163660,37196836,38264.3548,38987.52,-584317.4815999966,-0.018899187083640356,2022-03-08 00:47:04+00:00,2022-03-08 10:00:00+00:00,0 days 09:12:56
142,-1046,37157236,37196836,38157.983928,38987.52,-867694.7313119951,-0.02173951521037476,2022-03-07 23:00:00+00:00,2022-03-08 10:00:00+00:00,0 days 11:00:00
143,-1416,37153636,37196836,37786.414854,38987.52,-1700764.886735992,-0.031786692403628525,2022-03-07 22:00:00+00:00,2022-03-08 10:00:00+00:00,0 days 12:00:00
144,-1834,37150036,37196836,37537.374,38987.52,-2659567.763999988,-0.038632057745967785,2022-03-07 21:00:00+00:00,2022-03-08 10:00:00+00:00,0 days 13:00:00
