LMSWithSlopes_lms_threshold,LMSWithSlopes_long_slope_thresh,LMSWithSlopes_short_slope_thresh,total_return,win_rate,sharpe_ratio,sortino_ratio,max_drawdown,profit_factor,long_count,short_count,long_pnl_sum,short_pnl_sum
0.4819983521412159,-0.0010526211781355635,-0.0010526303343550716,0.34091322423801174,0.5583333333333333,6.937470735131298,9.869311963850055,-0.09645503323951488,1.430954490765453,120,0,3409.1322423801175,0.0
0.4819983521412159,-0.0010526211781355635,-0.0009800362509925524,0.33273453477269066,0.5546218487394958,6.816042052701134,9.69631814202269,-0.09645503323951488,1.4206156634537983,119,0,3327.3453477269068,0.0
0.4819983521412159,-0.0010526211781355635,-0.0009074421676300334,0.33273453477269066,0.5546218487394958,6.816042052701134,9.69631814202269,-0.09645503323951488,1.4206156634537983,119,0,3327.3453477269068,0.0
0.4819983521412159,-0.0010526211781355635,-0.0008348480842675143,0.3280354466984014,0.5546218487394958,6.7436533274104775,9.58433933036783,-0.09645503323951965,1.414786258435248,119,0,3280.354466984014,0.0
0.4819983521412159,-0.0010526211781355635,-0.0007622540009049952,0.35631687471881013,0.5689655172413793,7.248260431230945,10.306724063424525,-0.08533371884472518,1.4736761377163676,116,0,3563.1687471881014,0.0
0.4819983521412159,-0.0010526211781355635,-0.0006896599175424762,0.35040927135208333,0.5652173913043478,7.184778989762926,10.211412026932138,-0.08533371884472518,1.4675201010675474,115,0,3504.092713520833,0.0
0.4819983521412159,-0.0010526211781355635,-0.0006170658341799571,0.29365199955106835,0.5535714285714286,6.277541329736912,8.917254986229386,-0.10379585648408352,1.4078649875267852,112,0,2936.5199955106837,0.0
0.4819983521412159,-0.0010526211781355635,-0.000544471750817438,0.3696327935230631,0.5740740740740741,7.6901818956033035,10.963279737156697,-0.09453708723102294,1.54327732746619,108,0,3696.327935230631,0.0
0.4819983521412159,-0.0010526211781355635,-0.0004718776674549189,0.35206624724098456,0.5841584158415841,7.574717880139943,10.80226565514144,-0.09453708723102139,1.5616281933187552,101,0,3520.6624724098456,0.0
0.4819983521412159,-0.000980026648674456,-0.0010526303343550716,0.34091322423801174,0.5583333333333333,6.937470735131298,9.869311963850055,-0.09645503323951488,1.430954490765453,120,0,3409.1322423801175,0.0
0.4819983521412159,-0.000980026648674456,-0.0009800362509925524,0.33273453477269066,0.5546218487394958,6.816042052701134,9.69631814202269,-0.09645503323951488,1.4206156634537983,119,0,3327.3453477269068,0.0
0.4819983521412159,-0.000980026648674456,-0.0009074421676300334,0.33273453477269066,0.5546218487394958,6.816042052701134,9.69631814202269,-0.09645503323951488,1.4206156634537983,119,0,3327.3453477269068,0.0
0.4819983521412159,-0.000980026648674456,-0.0008348480842675143,0.3280354466984014,0.5546218487394958,6.7436533274104775,9.58433933036783,-0.09645503323951965,1.414786258435248,119,0,3280.354466984014,0.0
0.4819983521412159,-0.000980026648674456,-0.0007622540009049952,0.3497300194173071,0.5726495726495726,7.137717407507784,10.146426932985486,-0.08533371884472518,1.4599645935006231,116,1,3465.4931176900227,31.80707648304633
0.4819983521412159,-0.000980026648674456,-0.0006896599175424762,0.37296287474734197,0.5689655172413793,7.548950775380547,10.74163597782724,-0.08533371884472518,1.4907841675617697,115,1,3562.7359731325487,166.89277434087126
0.4819983521412159,-0.000980026648674456,-0.0006170658341799571,0.31251520705241803,0.5575221238938053,6.580457412626655,9.356669539539874,-0.10379585648408618,1.4288987022215247,112,1,2963.8714586769966,161.28061184718354
0.4819983521412159,-0.000980026648674456,-0.000544471750817438,0.389603904450767,0.5779816513761468,7.991600193843515,11.40420662331516,-0.09453708723101939,1.565897593989785,108,1,3734.7584326604865,161.28061184718354
0.4819983521412159,-0.000980026648674456,-0.0004718776674549189,0.3717812140064905,0.5882352941176471,7.884024739035853,11.255033963666008,-0.09453708723102106,1.5860520563149108,101,1,3554.075002460273,163.73713760463215
0.4819983521412159,-0.0009074321192133488,-0.0010526303343550716,0.3478514655248298,0.5630252100840336,7.060415820723863,10.043389807418546,-0.09645503323951488,1.443592152993342,119,0,3478.5146552482984,0.0
0.4819983521412159,-0.0009074321192133488,-0.0009800362509925524,0.33963045734723507,0.559322033898305,6.939120101696781,9.870590654173819,-0.09645503323951488,1.4331084406083074,118,0,3396.304573472351,0.0
0.4819983521412159,-0.0009074321192133488,-0.0009074421676300334,0.33963045734723507,0.559322033898305,6.939120101696781,9.870590654173819,-0.09645503323951488,1.4331084406083074,118,0,3396.304573472351,0.0
0.4819983521412159,-0.0009074321192133488,-0.0008348480842675143,0.3349070549427579,0.559322033898305,6.866758235888878,9.758468216676784,-0.09645503323951965,1.4271868617847425,118,0,3349.070549427579,0.0
0.4819983521412159,-0.0009074321192133488,-0.0007622540009049952,0.35667793080540106,0.576271186440678,7.242911794254148,10.294855560646527,-0.08533371884472518,1.4691024800412968,116,2,3465.4931176900227,101.28619036398413
0.4819983521412159,-0.0009074321192133488,-0.0006896599175424762,0.38003038028967623,0.5726495726495726,7.653981645447363,10.88987017175732,-0.08533371884472518,1.5000843420809697,115,2,3562.7359731325487,237.56782976421528
0.4819983521412159,-0.0009074321192133488,-0.0006170658341799571,0.31927155033806465,0.5614035087719298,6.687590125255203,9.507946733733679,-0.10379585648408618,1.4381711689738095,112,2,2963.8714586769966,228.84404470365007
0.4819983521412159,-0.0009074321192133488,-0.000544471750817438,0.39675707186482595,0.5818181818181818,8.098277555829906,11.554969652804902,-0.09453708723101939,1.5762875315206437,108,2,3734.7584326604865,232.81228598777307
