LMSWithSlopes_lms_threshold,LMSWithSlopes_long_slope_thresh,LMSWithSlopes_short_slope_thresh,total_return,win_rate,sharpe_ratio,sortino_ratio,max_drawdown,profit_factor,long_count,short_count,long_pnl_sum,short_pnl_sum
0.49908677880363217,-0.004048582476409454,-0.0040485773527223915,0.1841399267896719,0.5283018867924528,5.059319519254982,7.1532773569021595,-0.14752774694388282,1.2407089124162518,159,0,1841.3992678967188,0.0
0.49908677880363217,-0.004048582476409454,-0.003769366422289301,0.1841399267896719,0.5283018867924528,5.059319519254982,7.1532773569021595,-0.14752774694388282,1.2407089124162518,159,0,1841.3992678967188,0.0
0.49908677880363217,-0.004048582476409454,-0.0034901554918562103,0.1841399267896719,0.5283018867924528,5.059319519254982,7.1532773569021595,-0.14752774694388282,1.2407089124162518,159,0,1841.3992678967188,0.0
0.49908677880363217,-0.004048582476409454,-0.00321094456142312,0.1629433820194932,0.5253164556962026,4.565236962238431,6.449447145579824,-0.16278731709133099,1.2137379199244736,158,0,1629.4338201949322,0.0
0.49908677880363217,-0.004048582476409454,-0.0029317336309900295,0.1629433820194932,0.5253164556962026,4.565236962238431,6.449447145579824,-0.16278731709133099,1.2137379199244736,158,0,1629.4338201949322,0.0
0.49908677880363217,-0.004048582476409454,-0.002652522700556939,0.18228704021822922,0.5266666666666666,5.079916495628646,7.184476877201558,-0.1524924673738246,1.2462026520752325,150,0,1822.8704021822923,0.0
0.49908677880363217,-0.004048582476409454,-0.0023733117701238487,0.2091608466747979,0.5369127516778524,5.71976559334527,8.104572866278856,-0.15249246737382416,1.2852241542335636,149,0,2091.608466747979,0.0
0.49908677880363217,-0.004048582476409454,-0.002094100839690758,0.1730055603586845,0.5347222222222222,4.949346985932517,6.992161834733248,-0.17936772566623538,1.2424537051611784,144,0,1730.0556035868449,0.0
0.49908677880363217,-0.004048582476409454,-0.0018148899092576675,0.16731465306735754,0.5289855072463768,4.923825775683139,6.971603461069414,-0.18398424905824096,1.2425731286981403,138,0,1673.1465306735754,0.0
0.49908677880363217,-0.004048582476409454,-0.001535678978824577,0.20428622761366913,0.5343511450381679,5.97187995707555,8.488597207892033,-0.154003743149967,1.319698054696809,131,0,2042.8622761366914,0.0
0.49908677880363217,-0.004048582476409454,-0.0012564680483914863,0.16271723811649264,0.5462184873949579,5.084168512250852,7.220406228032728,-0.1533266386193456,1.2698124159289195,119,0,1627.1723811649263,0.0
0.49908677880363217,-0.004048582476409454,-0.0009772571179583961,0.10689335468710814,0.5357142857142857,3.5909258523096224,5.090906578998815,-0.16543231311012463,1.1937994367091782,112,0,1068.9335468710815,0.0
0.49908677880363217,-0.0037693703281130274,-0.0040485773527223915,0.1841399267896719,0.5283018867924528,5.059319519254982,7.1532773569021595,-0.14752774694388282,1.2407089124162518,159,0,1841.3992678967188,0.0
0.49908677880363217,-0.0037693703281130274,-0.003769366422289301,0.1841399267896719,0.5283018867924528,5.059319519254982,7.1532773569021595,-0.14752774694388282,1.2407089124162518,159,0,1841.3992678967188,0.0
0.49908677880363217,-0.0037693703281130274,-0.0034901554918562103,0.1841399267896719,0.5283018867924528,5.059319519254982,7.1532773569021595,-0.14752774694388282,1.2407089124162518,159,0,1841.3992678967188,0.0
0.49908677880363217,-0.0037693703281130274,-0.00321094456142312,0.1629433820194932,0.5253164556962026,4.565236962238431,6.449447145579824,-0.16278731709133099,1.2137379199244736,158,0,1629.4338201949322,0.0
0.49908677880363217,-0.0037693703281130274,-0.0029317336309900295,0.1629433820194932,0.5253164556962026,4.565236962238431,6.449447145579824,-0.16278731709133099,1.2137379199244736,158,0,1629.4338201949322,0.0
0.49908677880363217,-0.0037693703281130274,-0.002652522700556939,0.18228704021822922,0.5266666666666666,5.079916495628646,7.184476877201558,-0.1524924673738246,1.2462026520752325,150,0,1822.8704021822923,0.0
0.49908677880363217,-0.0037693703281130274,-0.0023733117701238487,0.2091608466747979,0.5369127516778524,5.71976559334527,8.104572866278856,-0.15249246737382416,1.2852241542335636,149,0,2091.608466747979,0.0
0.49908677880363217,-0.0037693703281130274,-0.002094100839690758,0.1730055603586845,0.5347222222222222,4.949346985932517,6.992161834733248,-0.17936772566623538,1.2424537051611784,144,0,1730.0556035868449,0.0
0.49908677880363217,-0.0037693703281130274,-0.0018148899092576675,0.16731465306735754,0.5289855072463768,4.923825775683139,6.971603461069414,-0.18398424905824096,1.2425731286981403,138,0,1673.1465306735754,0.0
0.49908677880363217,-0.0037693703281130274,-0.001535678978824577,0.20428622761366913,0.5343511450381679,5.97187995707555,8.488597207892033,-0.154003743149967,1.319698054696809,131,0,2042.8622761366914,0.0
0.49908677880363217,-0.0037693703281130274,-0.0012564680483914863,0.16271723811649264,0.5462184873949579,5.084168512250852,7.220406228032728,-0.1533266386193456,1.2698124159289195,119,0,1627.1723811649263,0.0
0.49908677880363217,-0.0037693703281130274,-0.0009772571179583961,0.10689335468710814,0.5357142857142857,3.5909258523096224,5.090906578998815,-0.16543231311012463,1.1937994367091782,112,0,1068.9335468710815,0.0
0.49908677880363217,-0.003490158179816601,-0.0040485773527223915,0.18105764836965063,0.5283018867924528,4.987323807747305,7.050985786892997,-0.14752774694388282,1.2358024528200837,159,0,1810.5764836965063,0.0
0.49908677880363217,-0.003490158179816601,-0.003769366422289301,0.18105764836965063,0.5283018867924528,4.987323807747305,7.050985786892997,-0.14752774694388282,1.2358024528200837,159,0,1810.5764836965063,0.0
0.49908677880363217,-0.003490158179816601,-0.0034901554918562103,0.18105764836965063,0.5283018867924528,4.987323807747305,7.050985786892997,-0.14752774694388282,1.2358024528200837,159,0,1810.5764836965063,0.0
0.49908677880363217,-0.003490158179816601,-0.00321094456142312,0.15123394470802615,0.5222929936305732,4.295597876366208,6.064014456970797,-0.16278731709133099,1.1972314860001303,157,0,1512.3394470802614,0.0
0.49908677880363217,-0.003490158179816601,-0.0029317336309900295,0.16580543104155313,0.5286624203821656,4.643258052115469,6.559532676058738,-0.16278731709133099,1.2182487305648668,157,0,1658.0543104155313,0.0
0.49908677880363217,-0.003490158179816601,-0.002652522700556939,0.18518955154400682,0.5298013245033113,5.137427664392829,7.265820915220952,-0.1524924673738246,1.2501093678530975,150,1,1824.6946832017093,27.200832238359
0.49908677880363217,-0.003490158179816601,-0.0023733117701238487,0.21212933311909857,0.54,5.775691937728343,8.183744360778233,-0.15249246737382416,1.2892560272344293,149,1,2093.4742143261665,27.81911686481908
0.49908677880363217,-0.003490158179816601,-0.002094100839690758,0.17588528567776793,0.5379310344827586,5.00817781746179,7.075323344556117,-0.17936772566623538,1.2464757101435895,144,1,1731.8655631877155,26.987293589963883
0.49908677880363217,-0.003490158179816601,-0.0018148899092576675,0.1701804072252038,0.5323741007194245,4.9839813173500636,7.056739066060788,-0.18398424905824096,1.2467137831589936,138,1,1674.9477091461704,26.856363105867786
0.49908677880363217,-0.003490158179816601,-0.001535678978824577,0.2072427468820193,0.5378787878787878,6.030025611757833,8.570995956138919,-0.154003743149967,1.324304192134265,131,1,2044.7205021277077,27.706966692485366
