Date/Time,type,signal
7/31/2020 12:00,Entry Long,1
7/23/2020 16:00,Exit Long,0
7/19/2020 22:00,Entry Long,1
7/19/2020 22:00,Exit Short,0
7/19/2020 8:00,Entry Short,2
7/19/2020 8:00,Exit Long,0
7/17/2020 10:00,Entry Long,1
7/17/2020 10:00,Exit Short,0
7/14/2020 4:00,Entry Short,2
7/14/2020 4:00,Exit Long,0
7/13/2020 12:00,Entry Long,1
7/13/2020 12:00,Exit Short,0
7/12/2020 18:00,Entry Short,2
7/12/2020 18:00,Exit Long,0
7/12/2020 0:00,Entry Long,1
7/12/2020 0:00,Exit Short,0
7/9/2020 14:00,Entry Short,2
7/9/2020 14:00,Exit Long,0
7/8/2020 12:00,Entry Long,1
7/8/2020 12:00,Exit Short,0
7/7/2020 20:00,Entry Short,2
7/7/2020 20:00,Exit Long,0
7/6/2020 6:00,Entry Long,1
7/6/2020 6:00,Exit Short,0
7/5/2020 20:00,Entry Short,2
7/5/2020 20:00,Exit Long,0
7/4/2020 16:00,Entry Long,1
7/4/2020 16:00,Exit Short,0
7/2/2020 14:00,Entry Short,2
7/2/2020 14:00,Exit Long,0
7/1/2020 12:00,Entry Long,1
7/1/2020 12:00,Exit Short,0
6/30/2020 14:00,Entry Short,2
6/25/2020 2:00,Exit Short,0
6/23/2020 10:00,Entry Short,2
6/23/2020 10:00,Exit Long,0
6/20/2020 22:00,Entry Long,1
6/20/2020 22:00,Exit Short,0
6/19/2020 4:00,Entry Short,2
6/11/2020 16:00,Exit Short,0
6/11/2020 10:00,Entry Short,2
6/11/2020 10:00,Exit Long,0
6/7/2020 22:00,Entry Long,1
6/1/2020 22:00,Exit Long,0
6/1/2020 18:00,Entry Long,1
5/21/2020 18:00,Exit Short,0
5/20/2020 16:00,Entry Short,2
5/6/2020 22:00,Exit Long,0
5/4/2020 22:00,Entry Long,1
4/18/2020 12:00,Exit Long,0
4/16/2020 8:00,Entry Long,1
3/12/2020 10:00,Exit Short,0
3/12/2020 4:00,Entry Short,2
3/8/2020 14:00,Exit Short,0
3/7/2020 16:00,Entry Short,2
3/7/2020 16:00,Exit Long,0
3/7/2020 14:00,Entry Long,1
3/7/2020 14:00,Exit Short,0
3/6/2020 14:00,Entry Short,2
3/6/2020 14:00,Exit Long,0
3/5/2020 0:00,Entry Long,1
3/5/2020 0:00,Exit Short,0
3/3/2020 10:00,Entry Short,2
3/3/2020 10:00,Exit Long,0
3/2/2020 6:00,Entry Long,1
3/2/2020 6:00,Exit Short,0
3/1/2020 18:00,Entry Short,2
2/17/2020 10:00,Exit Short,0
2/14/2020 6:00,Entry Short,2
2/14/2020 6:00,Exit Long,0
2/13/2020 12:00,Entry Long,1
2/13/2020 12:00,Exit Short,0
2/13/2020 8:00,Entry Short,2
2/13/2020 8:00,Exit Long,0
2/11/2020 14:00,Entry Long,1
2/11/2020 14:00,Exit Short,0
2/10/2020 4:00,Entry Short,2
2/10/2020 4:00,Exit Long,0
2/8/2020 14:00,Entry Long,1
2/5/2020 18:00,Exit Long,0
2/5/2020 4:00,Entry Long,1
2/5/2020 4:00,Exit Short,0
2/3/2020 12:00,Entry Short,2
2/3/2020 12:00,Exit Long,0
2/2/2020 8:00,Entry Long,1
2/2/2020 8:00,Exit Short,0
1/31/2020 10:00,Entry Short,2
1/30/2020 20:00,Exit Short,0
1/30/2020 18:00,Entry Short,2
1/30/2020 18:00,Exit Short,0
1/30/2020 18:00,Entry Short,2
1/30/2020 18:00,Exit Long,0
1/29/2020 0:00,Entry Long,1
1/27/2020 18:00,Exit Long,0
1/26/2020 8:00,Entry Long,1
1/26/2020 8:00,Exit Short,0
1/25/2020 0:00,Entry Short,2
1/25/2020 0:00,Exit Long,0
1/24/2020 12:00,Entry Long,1
1/24/2020 12:00,Exit Short,0
1/23/2020 2:00,Entry Short,2
1/23/2020 2:00,Exit Long,0
1/21/2020 22:00,Entry Long,1
1/5/2020 0:00,Exit Long,0
1/3/2020 4:00,Entry Long,1
1/3/2020 4:00,Exit Short,0
12/31/2019 18:00,Entry Short,2
12/17/2019 14:00,Exit Short,0
12/16/2019 4:00,Entry Short,2
12/16/2019 4:00,Exit Long,0
12/15/2019 6:00,Entry Long,1
12/15/2019 6:00,Exit Short,0
12/14/2019 8:00,Entry Short,2
12/14/2019 8:00,Exit Long,0
12/12/2019 0:00,Entry Long,1
12/12/2019 0:00,Exit Short,0
12/9/2019 14:00,Entry Short,2
12/9/2019 14:00,Exit Long,0
12/6/2019 16:00,Entry Long,1
12/6/2019 16:00,Exit Short,0
12/4/2019 22:00,Entry Short,2
11/21/2019 14:00,Exit Short,0
11/21/2019 8:00,Entry Short,2
11/21/2019 8:00,Exit Long,0
11/20/2019 18:00,Entry Long,1
11/20/2019 18:00,Exit Short,0
11/18/2019 12:00,Entry Short,2
11/18/2019 12:00,Exit Long,0
11/17/2019 20:00,Entry Long,1
11/17/2019 20:00,Exit Short,0
11/15/2019 16:00,Entry Short,2
11/8/2019 12:00,Exit Short,0
11/7/2019 6:00,Entry Short,2
11/7/2019 6:00,Exit Long,0
11/6/2019 8:00,Entry Long,1
11/6/2019 8:00,Exit Short,0
11/5/2019 6:00,Entry Short,2
11/5/2019 6:00,Exit Long,0
11/4/2019 14:00,Entry Long,1
11/4/2019 14:00,Exit Short,0
11/3/2019 10:00,Entry Short,2
11/3/2019 10:00,Exit Long,0
10/31/2019 14:00,Entry Long,1
10/23/2019 12:00,Exit Short,0
10/22/2019 4:00,Entry Short,2
10/22/2019 4:00,Exit Long,0
10/19/2019 12:00,Entry Long,1
10/19/2019 12:00,Exit Short,0
10/18/2019 4:00,Entry Short,2
10/18/2019 4:00,Exit Long,0
10/17/2019 16:00,Entry Long,1
10/17/2019 16:00,Exit Short,0
10/15/2019 16:00,Entry Short,2
10/15/2019 16:00,Exit Long,0
10/15/2019 2:00,Entry Long,1
10/11/2019 4:00,Exit Long,0
10/9/2019 14:00,Entry Long,1
10/9/2019 14:00,Exit Short,0
10/8/2019 20:00,Entry Short,2
10/8/2019 20:00,Exit Long,0
10/7/2019 10:00,Entry Long,1
10/7/2019 10:00,Exit Short,0
10/5/2019 12:00,Entry Short,2
10/5/2019 12:00,Exit Long,0
10/4/2019 22:00,Entry Long,1
9/24/2019 14:00,Exit Short,0
9/22/2019 0:00,Entry Short,2
9/22/2019 0:00,Exit Long,0
9/19/2019 20:00,Entry Long,1
9/19/2019 20:00,Exit Short,0
9/18/2019 12:00,Entry Short,2
9/18/2019 12:00,Exit Long,0
9/17/2019 16:00,Entry Long,1
9/17/2019 16:00,Exit Short,0
9/15/2019 16:00,Entry Short,2
9/15/2019 16:00,Exit Long,0
9/14/2019 14:00,Entry Long,1
9/14/2019 14:00,Exit Short,0
9/13/2019 16:00,Entry Short,2
9/13/2019 16:00,Exit Long,0
9/11/2019 20:00,Entry Long,1
9/11/2019 20:00,Exit Short,0
9/9/2019 6:00,Entry Short,2
9/9/2019 6:00,Exit Long,0
9/8/2019 4:00,Entry Long,1
9/8/2019 4:00,Exit Short,0
9/6/2019 18:00,Entry Short,2
8/28/2019 18:00,Exit Short,0
8/27/2019 10:00,Entry Short,2
8/27/2019 10:00,Exit Long,0
8/26/2019 0:00,Entry Long,1
8/26/2019 0:00,Exit Short,0
8/25/2019 22:00,Entry Short,2
8/20/2019 0:00,Exit Long,0
8/18/2019 10:00,Entry Long,1
8/18/2019 10:00,Exit Short,0
8/17/2019 18:00,Entry Short,2
8/13/2019 16:00,Exit Short,0
8/13/2019 8:00,Entry Short,2
8/13/2019 8:00,Exit Long,0
8/11/2019 22:00,Entry Long,1
8/5/2019 2:00,Exit Long,0
8/4/2019 16:00,Entry Long,1
7/28/2019 22:00,Exit Short,0
7/27/2019 10:00,Entry Short,2
7/27/2019 10:00,Exit Long,0
7/27/2019 0:00,Entry Long,1
7/27/2019 0:00,Exit Short,0
7/26/2019 2:00,Entry Short,2
6/21/2019 0:00,Exit Long,0
6/19/2019 22:00,Entry Long,1
6/4/2019 0:00,Exit Short,0
6/3/2019 14:00,Entry Short,2
6/3/2019 14:00,Exit Long,0
6/2/2019 8:00,Entry Long,1
5/26/2019 20:00,Exit Long,0
5/26/2019 18:00,Entry Long,1
5/26/2019 18:00,Exit Short,0
5/25/2019 18:00,Entry Short,2
5/25/2019 18:00,Exit Long,0
5/23/2019 22:00,Entry Long,1
5/10/2019 2:00,Exit Long,0
5/8/2019 22:00,Entry Long,1
5/8/2019 22:00,Exit Short,0
5/8/2019 2:00,Entry Short,2
5/8/2019 2:00,Exit Long,0
5/7/2019 0:00,Entry Long,1
5/7/2019 0:00,Exit Short,0
5/6/2019 0:00,Entry Short,2
5/6/2019 0:00,Exit Long,0
5/5/2019 0:00,Entry Long,1
5/3/2019 0:00,Exit Long,0
4/30/2019 12:00,Entry Long,1
4/30/2019 12:00,Exit Short,0
4/28/2019 14:00,Entry Short,2
4/23/2019 4:00,Exit Long,0
4/22/2019 8:00,Entry Long,1
4/22/2019 8:00,Exit Short,0
4/21/2019 8:00,Entry Short,2
4/21/2019 8:00,Exit Long,0
4/19/2019 18:00,Entry Long,1
4/12/2019 0:00,Exit Short,0
4/11/2019 4:00,Entry Short,2
4/2/2019 4:00,Exit Long,0
3/31/2019 12:00,Entry Long,1
3/31/2019 12:00,Exit Short,0
3/30/2019 4:00,Entry Short,2
3/30/2019 4:00,Exit Long,0
3/27/2019 0:00,Entry Long,1
3/27/2019 0:00,Exit Short,0
3/25/2019 14:00,Entry Short,2
3/25/2019 14:00,Exit Long,0
3/23/2019 2:00,Entry Long,1
3/23/2019 2:00,Exit Short,0
3/21/2019 12:00,Entry Short,2
3/21/2019 12:00,Exit Long,0
3/19/2019 16:00,Entry Long,1
3/19/2019 16:00,Exit Short,0
3/18/2019 10:00,Entry Short,2
3/18/2019 10:00,Exit Long,0
3/18/2019 0:00,Entry Long,1
3/18/2019 0:00,Exit Short,0
3/17/2019 0:00,Entry Short,2
3/17/2019 0:00,Exit Long,0
3/14/2019 14:00,Entry Long,1
3/14/2019 14:00,Exit Short,0
3/14/2019 12:00,Entry Short,2
3/14/2019 12:00,Exit Long,0
3/13/2019 2:00,Entry Long,1
3/13/2019 2:00,Exit Short,0
3/10/2019 14:00,Entry Short,2
3/10/2019 14:00,Exit Long,0
3/9/2019 6:00,Entry Long,1
3/9/2019 6:00,Exit Short,0
3/8/2019 22:00,Entry Short,2
3/8/2019 22:00,Exit Long,0
3/5/2019 12:00,Entry Long,1
3/5/2019 12:00,Exit Short,0
3/4/2019 4:00,Entry Short,2
3/4/2019 4:00,Exit Long,0
3/4/2019 2:00,Entry Long,1
2/18/2019 16:00,Exit Long,0
2/18/2019 0:00,Entry Long,1
2/18/2019 0:00,Exit Short,0
2/17/2019 12:00,Entry Short,2
2/17/2019 12:00,Exit Long,0
2/15/2019 12:00,Entry Long,1
2/8/2019 16:00,Exit Long,0
2/8/2019 10:00,Entry Long,1
1/29/2019 4:00,Exit Short,0
1/27/2019 0:00,Entry Short,2
1/27/2019 0:00,Exit Long,0
1/26/2019 2:00,Entry Long,1
1/26/2019 2:00,Exit Short,0
1/25/2019 10:00,Entry Short,2
1/22/2019 10:00,Exit Short,0
1/20/2019 10:00,Entry Short,2
1/20/2019 10:00,Exit Long,0
1/17/2019 16:00,Entry Long,1
1/17/2019 16:00,Exit Short,0
1/15/2019 22:00,Entry Short,2
1/8/2019 12:00,Exit Long,0
1/6/2019 16:00,Entry Long,1
1/6/2019 16:00,Exit Short,0
1/6/2019 2:00,Entry Short,2
1/6/2019 2:00,Exit Long,0
1/5/2019 0:00,Entry Long,1
1/5/2019 0:00,Exit Short,0
1/3/2019 16:00,Entry Short,2
1/3/2019 16:00,Exit Long,0
1/2/2019 2:00,Entry Long,1
